GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
lab1-antoniotoche,car,Car,72,0,4,0,11,0,5,0,3,0
lab1-antoniotoche,truck,Truck,0,74,0,4,0,11,0,5,0,3
lab1-antoniotoche,main,Main,21,0,0,0,6,0,2,0,2,0
lab1-antoniotoche,vehicle,Vehicle,24,35,0,0,4,14,3,6,3,6
